epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,2306.03,0.41153,0.32853,2.06049,0.9956,1,0.995,0.92856,0.43112,0.2488,2.08643,0.0007526,0.0007526,0.0007526
191,2318.73,0.43347,0.34699,2.05784,0.99617,1,0.995,0.91096,0.47281,0.27313,2.07254,0.000746,0.000746,0.000746
192,2330.36,0.3954,0.3595,2.00828,0.99603,1,0.995,0.91919,0.41555,0.2512,2.08134,0.0007394,0.0007394,0.0007394
193,2342.31,0.44799,0.35988,2.12661,0.99608,1,0.995,0.9028,0.42097,0.27088,2.06317,0.0007328,0.0007328,0.0007328
194,2355.79,0.49705,0.42241,2.13478,0.9917,1,0.995,0.89969,0.45295,0.31308,2.08755,0.0007262,0.0007262,0.0007262
195,2369.19,0.43651,0.33786,2.10461,0.97167,1,0.995,0.89625,0.44089,0.29842,2.08015,0.0007196,0.0007196,0.0007196
196,2380.89,0.39762,0.34437,2.38561,0.99332,1,0.995,0.89784,0.46362,0.27453,2.09353,0.000713,0.000713,0.000713
197,2392.88,0.46133,0.39486,2.1929,0.9959,1,0.995,0.89464,0.43882,0.26272,2.07656,0.0007064,0.0007064,0.0007064
198,2405.04,0.37212,0.33365,2.07313,0.99576,1,0.995,0.91234,0.44377,0.27045,2.08946,0.0006998,0.0006998,0.0006998
199,2416.99,0.37904,0.32729,2.10185,0.99639,1,0.995,0.91868,0.39489,0.26207,2.07101,0.0006932,0.0006932,0.0006932
200,2429.26,0.41594,0.33009,2.04793,0.99665,1,0.995,0.92393,0.44266,0.27284,2.03977,0.0006866,0.0006866,0.0006866
201,2441.07,0.42741,0.37869,1.9742,0.99667,1,0.995,0.93409,0.39787,0.2603,2.05038,0.00068,0.00068,0.00068
202,2453.49,0.46501,0.3939,2.18869,0.99649,1,0.995,0.92554,0.44945,0.26015,2.04869,0.0006734,0.0006734,0.0006734
203,2465.32,0.67106,0.46573,2.4865,0.99656,1,0.995,0.91647,0.44779,0.27403,2.04528,0.0006668,0.0006668,0.0006668
204,2477.44,0.42904,0.33453,1.99895,0.99602,1,0.995,0.9131,0.42412,0.26958,2.06552,0.0006602,0.0006602,0.0006602
205,2489.58,0.41811,0.33806,2.04906,0.99615,1,0.995,0.90422,0.43224,0.26508,2.06104,0.0006536,0.0006536,0.0006536
206,2501.71,0.42328,0.34659,2.07297,0.99631,1,0.995,0.88948,0.46106,0.27327,2.06638,0.000647,0.000647,0.000647
207,2513.4,0.41094,0.33529,1.98004,0.99633,1,0.995,0.90737,0.46177,0.2716,2.06027,0.0006404,0.0006404,0.0006404
208,2525,0.4008,0.34555,2.12653,0.99602,1,0.995,0.90143,0.46749,0.27158,2.08153,0.0006338,0.0006338,0.0006338
209,2537.14,0.40297,0.32781,2.06375,0.99612,1,0.995,0.93994,0.41427,0.2641,2.07273,0.0006272,0.0006272,0.0006272
210,2549.03,0.41579,0.34783,2.08431,0.99616,1,0.995,0.93142,0.42373,0.2624,2.06794,0.0006206,0.0006206,0.0006206
211,2561.11,0.38166,0.32823,2.02483,0.99636,1,0.995,0.93509,0.44623,0.25606,2.08159,0.000614,0.000614,0.000614
212,2573.14,0.35419,0.30885,2.0547,0.99652,1,0.995,0.91658,0.48264,0.27551,2.0602,0.0006074,0.0006074,0.0006074
213,2585.4,0.43871,0.36873,1.97076,0.99622,1,0.995,0.92866,0.44994,0.25583,2.06071,0.0006008,0.0006008,0.0006008
214,2597.28,0.38422,0.31202,2.03505,0.99158,1,0.995,0.9378,0.42386,0.28272,2.06312,0.0005942,0.0005942,0.0005942
215,2609.29,0.49535,0.42922,2.26989,0.99049,1,0.995,0.92567,0.41214,0.27115,2.04906,0.0005876,0.0005876,0.0005876
216,2621.72,0.3728,0.32853,2.19104,0.99527,1,0.995,0.91385,0.4341,0.26481,2.0431,0.000581,0.000581,0.000581
217,2633.28,0.39754,0.33526,2.22555,0.99589,1,0.995,0.90717,0.42431,0.25169,2.07476,0.0005744,0.0005744,0.0005744
218,2647.29,0.36145,0.30583,2.13867,0.9965,1,0.995,0.91314,0.43608,0.24403,2.05734,0.0005678,0.0005678,0.0005678
219,2659.62,0.48519,0.44106,2.27428,0.99652,1,0.995,0.92519,0.42018,0.26015,2.08815,0.0005612,0.0005612,0.0005612
220,2672.4,0.43581,0.33523,2.04432,0.99653,1,0.995,0.92387,0.46092,0.25648,2.04692,0.0005546,0.0005546,0.0005546
221,2683.8,0.3483,0.3043,2.11015,0.99639,1,0.995,0.91411,0.4201,0.2442,2.08507,0.000548,0.000548,0.000548
222,2695.76,0.39765,0.32132,2.16191,0.99632,1,0.995,0.91562,0.45031,0.24719,2.04716,0.0005414,0.0005414,0.0005414
223,2708.02,0.36169,0.31634,1.98222,0.99646,1,0.995,0.91902,0.41265,0.23649,2.08289,0.0005348,0.0005348,0.0005348
224,2719.93,0.48683,0.50794,2.05887,0.99658,1,0.995,0.93133,0.42873,0.25391,2.06498,0.0005282,0.0005282,0.0005282
225,2731.86,0.39339,0.334,2.09057,0.99641,1,0.995,0.92086,0.42359,0.23962,2.07269,0.0005216,0.0005216,0.0005216
226,2743.54,0.37551,0.3111,1.92899,0.99639,1,0.995,0.92447,0.40785,0.23267,2.06602,0.000515,0.000515,0.000515
227,2756.26,0.39375,0.35174,2.11671,0.99643,1,0.995,0.91538,0.42814,0.22873,2.05194,0.0005084,0.0005084,0.0005084
228,2767.67,0.36702,0.32237,2.10024,0.99649,1,0.995,0.91948,0.42397,0.23101,2.0636,0.0005018,0.0005018,0.0005018
229,2779.65,0.46761,0.35775,2.13307,0.99672,1,0.995,0.91277,0.45538,0.25401,2.04251,0.0004952,0.0004952,0.0004952
230,2791.96,0.35081,0.32654,2.13605,0.99676,1,0.995,0.92412,0.41984,0.24314,2.06429,0.0004886,0.0004886,0.0004886
231,2803.93,0.34003,0.30496,1.97256,0.99673,1,0.995,0.9373,0.44915,0.25843,2.05211,0.000482,0.000482,0.000482
232,2815.9,0.41494,0.35722,1.9998,0.9966,1,0.995,0.92072,0.42797,0.25216,2.05501,0.0004754,0.0004754,0.0004754
233,2827.61,0.3779,0.30672,2.07161,0.99668,1,0.995,0.92773,0.42398,0.23973,2.04792,0.0004688,0.0004688,0.0004688
234,2839.99,0.38239,0.3314,2.0316,0.99676,1,0.995,0.92043,0.404,0.24454,2.06313,0.0004622,0.0004622,0.0004622
235,2851.56,0.40785,0.34863,2.08739,0.99667,1,0.995,0.91249,0.43885,0.23725,2.05693,0.0004556,0.0004556,0.0004556
236,2863.51,0.40677,0.33483,2.04444,0.99584,1,0.995,0.91872,0.41392,0.24904,2.05227,0.000449,0.000449,0.000449
237,2875.78,0.3729,0.30876,1.94518,0.99633,1,0.995,0.90321,0.42671,0.25296,2.05503,0.0004424,0.0004424,0.0004424
238,2887.39,0.35979,0.31542,2.0621,0.99675,1,0.995,0.90339,0.43552,0.23608,2.049,0.0004358,0.0004358,0.0004358
239,2899.5,0.40243,0.36569,2.11315,0.99682,1,0.995,0.9309,0.42242,0.22823,2.06173,0.0004292,0.0004292,0.0004292
240,2911.55,0.36218,0.43965,1.9317,0.9967,1,0.995,0.91324,0.41411,0.22371,2.05994,0.0004226,0.0004226,0.0004226
241,2923.9,0.3785,0.31666,2.03783,0.99661,1,0.995,0.90528,0.41345,0.22802,2.0457,0.000416,0.000416,0.000416
242,2937.37,0.33122,0.28388,1.99978,0.99664,1,0.995,0.91247,0.3931,0.23695,2.05917,0.0004094,0.0004094,0.0004094
243,2949.67,0.35172,0.30835,1.98611,0.99664,1,0.995,0.89692,0.44009,0.24279,2.05009,0.0004028,0.0004028,0.0004028
244,2961.97,0.36616,0.33866,2.03059,0.99661,1,0.995,0.90665,0.40771,0.24618,2.06523,0.0003962,0.0003962,0.0003962
245,2973.74,0.34836,0.29404,2.00033,0.9966,1,0.995,0.90892,0.42938,0.24388,2.04107,0.0003896,0.0003896,0.0003896
246,2985.45,0.33955,0.28543,2.19574,0.99672,1,0.995,0.91501,0.4304,0.23892,2.04893,0.000383,0.000383,0.000383
247,2997.04,0.37192,0.36609,2.02769,0.99673,1,0.995,0.90583,0.41511,0.23616,2.03655,0.0003764,0.0003764,0.0003764
248,3009.37,0.35415,0.30666,2.01652,0.99651,1,0.995,0.89014,0.41445,0.23582,2.05487,0.0003698,0.0003698,0.0003698
249,3021.02,0.33796,0.2902,2.01536,0.99668,1,0.995,0.8859,0.45689,0.2407,2.04573,0.0003632,0.0003632,0.0003632
250,3033.01,0.3672,0.3223,2.05101,0.99674,1,0.995,0.89868,0.44027,0.23415,2.0758,0.0003566,0.0003566,0.0003566
251,3045.16,0.3679,0.30595,2.0579,0.99673,1,0.995,0.90929,0.4328,0.23401,2.05393,0.00035,0.00035,0.00035
252,3057.15,0.35681,0.31216,2.0381,0.99673,1,0.995,0.92324,0.39777,0.24062,2.0595,0.0003434,0.0003434,0.0003434
253,3068.73,0.3356,0.28786,1.9641,0.99671,1,0.995,0.93249,0.40212,0.23843,2.04725,0.0003368,0.0003368,0.0003368
254,3080.73,0.35096,0.30462,2.0088,0.9967,1,0.995,0.9217,0.38883,0.23095,2.06648,0.0003302,0.0003302,0.0003302
255,3092.96,0.38259,0.30992,2.10976,0.99672,1,0.995,0.92264,0.40903,0.23051,2.06537,0.0003236,0.0003236,0.0003236
256,3104.78,0.32734,0.2741,2.01123,0.99672,1,0.995,0.91613,0.40687,0.22947,2.07496,0.000317,0.000317,0.000317
257,3116.62,0.32883,0.30699,1.95698,0.99679,1,0.995,0.91204,0.42195,0.23401,2.07068,0.0003104,0.0003104,0.0003104
258,3128.72,0.34967,0.29849,2.04453,0.99679,1,0.995,0.90596,0.42402,0.24658,2.07731,0.0003038,0.0003038,0.0003038
259,3141.26,0.35697,0.33432,2.03439,0.99673,1,0.995,0.91326,0.42258,0.261,2.06546,0.0002972,0.0002972,0.0002972
260,3152.88,0.34865,0.30964,2.02041,0.99672,1,0.995,0.90637,0.41178,0.24323,2.07829,0.0002906,0.0002906,0.0002906
261,3164.57,0.32275,0.29913,1.92492,0.99664,1,0.995,0.9127,0.41826,0.25827,2.09761,0.000284,0.000284,0.000284
262,3176.63,0.33399,0.29491,1.95286,0.99664,1,0.995,0.91319,0.42543,0.23511,2.08414,0.0002774,0.0002774,0.0002774
263,3188.34,0.3311,0.28136,1.93926,0.99667,1,0.995,0.9069,0.4284,0.24689,2.07078,0.0002708,0.0002708,0.0002708
264,3200.21,0.36649,0.29614,2.06033,0.99668,1,0.995,0.893,0.43518,0.27106,2.06277,0.0002642,0.0002642,0.0002642
265,3212.35,0.31312,0.27712,1.99034,0.99659,1,0.995,0.8956,0.42309,0.24675,2.06615,0.0002576,0.0002576,0.0002576
266,3226.57,0.36137,0.31585,2.04954,0.99662,1,0.995,0.91128,0.42521,0.25187,2.05314,0.000251,0.000251,0.000251
267,3238.28,0.33751,0.29077,2.05619,0.99664,1,0.995,0.91057,0.41063,0.23888,2.05022,0.0002444,0.0002444,0.0002444
268,3250.25,0.34444,0.2929,2.22731,0.99666,1,0.995,0.90545,0.42355,0.22802,2.04844,0.0002378,0.0002378,0.0002378
269,3262.78,0.28917,0.2612,2.21277,0.99673,1,0.995,0.90453,0.44745,0.25744,2.04071,0.0002312,0.0002312,0.0002312
270,3274.27,0.30986,0.27324,1.93101,0.99679,1,0.995,0.90852,0.41896,0.23839,2.06819,0.0002246,0.0002246,0.0002246
271,3286.37,0.31755,0.26481,2.10066,0.99679,1,0.995,0.90627,0.41852,0.2281,2.06458,0.000218,0.000218,0.000218
272,3298.65,0.32236,0.28022,1.94988,0.99677,1,0.995,0.91198,0.40657,0.23345,2.08454,0.0002114,0.0002114,0.0002114
273,3310.3,0.33716,0.27394,2.27523,0.99676,1,0.995,0.93092,0.40821,0.23253,2.08951,0.0002048,0.0002048,0.0002048
274,3322.52,0.31454,0.2813,2.20367,0.99679,1,0.995,0.90754,0.41035,0.23651,2.08791,0.0001982,0.0001982,0.0001982
275,3334.53,0.31158,0.27632,2.00108,0.99679,1,0.995,0.89506,0.43541,0.24548,2.08947,0.0001916,0.0001916,0.0001916
276,3346.57,0.33599,0.29502,2.07931,0.99668,1,0.995,0.90047,0.44003,0.23677,2.08589,0.000185,0.000185,0.000185
277,3358.24,0.32745,0.31704,2.07807,0.9967,1,0.995,0.916,0.4211,0.23536,2.09203,0.0001784,0.0001784,0.0001784
278,3370.14,0.29557,0.28012,1.94545,0.99675,1,0.995,0.93275,0.41273,0.24393,2.08609,0.0001718,0.0001718,0.0001718
279,3382.72,0.30556,0.27735,2.20727,0.99678,1,0.995,0.91512,0.41105,0.23275,2.08352,0.0001652,0.0001652,0.0001652
280,3394.11,0.28338,0.32788,1.9659,0.9968,1,0.995,0.92464,0.40898,0.23341,2.08136,0.0001586,0.0001586,0.0001586
281,3405.99,0.27496,0.26011,1.99653,0.99682,1,0.995,0.92316,0.4189,0.23168,2.05738,0.000152,0.000152,0.000152
282,3418.15,0.3194,0.28951,1.98056,0.99681,1,0.995,0.90826,0.41599,0.22244,2.06475,0.0001454,0.0001454,0.0001454
283,3430.34,0.30754,0.28839,1.9882,0.99678,1,0.995,0.91832,0.42118,0.2228,2.07744,0.0001388,0.0001388,0.0001388
284,3442.25,0.28216,0.26286,1.96062,0.99675,1,0.995,0.91896,0.41634,0.23046,2.06083,0.0001322,0.0001322,0.0001322
285,3453.87,0.25822,0.26361,1.94152,0.99676,1,0.995,0.91467,0.41127,0.23347,2.0656,0.0001256,0.0001256,0.0001256
286,3466.36,0.31654,0.28462,2.01777,0.9968,1,0.995,0.92362,0.41022,0.23337,2.06006,0.000119,0.000119,0.000119
287,3477.75,0.35407,0.33517,2.26777,0.99677,1,0.995,0.92386,0.40008,0.22916,2.05673,0.0001124,0.0001124,0.0001124
288,3489.87,0.34843,0.29964,2.06943,0.99676,1,0.995,0.91353,0.40679,0.2355,2.05969,0.0001058,0.0001058,0.0001058
289,3501.87,0.29752,0.28475,2.12896,0.99674,1,0.995,0.91281,0.41569,0.23249,2.06002,9.92e-05,9.92e-05,9.92e-05
290,3516.94,0.30109,0.27351,2.03087,0.99677,1,0.995,0.91151,0.40805,0.23333,2.0524,9.26e-05,9.26e-05,9.26e-05
291,3532.47,0.24839,0.23538,1.97919,0.99674,1,0.995,0.92022,0.40544,0.24211,2.05139,8.6e-05,8.6e-05,8.6e-05
292,3544.46,0.23518,0.22583,2.04565,0.99668,1,0.995,0.92192,0.41345,0.23581,2.06562,7.94e-05,7.94e-05,7.94e-05
293,3556.29,0.22633,0.2206,1.98571,0.99658,1,0.995,0.91593,0.41359,0.23984,2.07107,7.28e-05,7.28e-05,7.28e-05
294,3568.31,0.22713,0.21537,2.12181,0.99658,1,0.995,0.91942,0.41718,0.24067,2.07368,6.62e-05,6.62e-05,6.62e-05
295,3579.3,0.22833,0.21467,1.96366,0.99663,1,0.995,0.92222,0.41774,0.24299,2.07537,5.96e-05,5.96e-05,5.96e-05
296,3591.22,0.21638,0.20619,2.04389,0.99666,1,0.995,0.91511,0.41694,0.23572,2.06569,5.3e-05,5.3e-05,5.3e-05
297,3602.84,0.22518,0.21837,2.03127,0.99663,1,0.995,0.91474,0.41088,0.2302,2.0648,4.64e-05,4.64e-05,4.64e-05
298,3614.32,0.22067,0.2106,2.04674,0.9966,1,0.995,0.92032,0.40657,0.22607,2.0584,3.98e-05,3.98e-05,3.98e-05
299,3625.77,0.22915,0.20948,2.04579,0.99661,1,0.995,0.91571,0.40875,0.22684,2.06202,3.32e-05,3.32e-05,3.32e-05
300,3637.55,0.21384,0.21122,2.19285,0.99664,1,0.995,0.92101,0.40692,0.22601,2.06865,2.66e-05,2.66e-05,2.66e-05
